label	correctans	note	duration_raw	doublecheck
14745923_47LaNMvNM	drum	1__pre-nasaling	0.9537698412698319	1__pre-nasaling
14745923_58HaMvNM	goal	1__pre-nasaling	0.9935463659147388	1__pre-nasaling
14745923_73LaNMvM	junk	1__pre-nasaling	1.0991103391710624	1__pre-nasaling
14993977_23LaNMvM	clock	1__unreleased coda	0.8154686318971898	1__unreleased coda
14742950_114LaMvM	silk	1__she sounded unsure	0.9431999547101384	1__she sounded unsure
14742950_128LaNMvNM	swan	1__sounded unsure	0.9307270833333519	1__sounded unsure
14742950_37LaMvM	deck	1__sounded unsure	0.994785416666673	1__sounded unsure
14742950_41LaMvM	dive	1__sounded unsure	1.165516301789097	1__sounded unsure
14742950_5LaNMvNM	beam	1__but correct herself later to a wrong answer	1.3087661448524557	1__but correct herself later to a wrong answer
14742950_66HaMvM	hint	1_unsure_	0.6427498490338053	1_unsure_
14742950_82LaMvM	lungs	1__unsure	1.012112132352911	1__unsure
15326180_140LaNMvNM	van	1__Not very sure about the onset time. There was a russling sound of metals before.	0.8519078325774103	1__Not very sure about the onset time. There was a russling sound of metals before.
15326180_14LaMvNM	broom	1__Pre-nasaling	0.7112704379997581	1__Pre-nasaling
15326180_39LaMvM	dent	1__pre-nasaling	0.6484978435818931	1__pre-nasaling
15326180_5LaNMvM	beam	1__pre-nasaling	0.7026786764088229	1__pre-nasaling
15326180_60HaMvM	grin	1__pre-nasaling	0.6542705277829555	1__pre-nasaling
15326180_72HaMvM	juice	1__pre-nasaling	0.6311815252416295	1__pre-nasaling
15327645_116HaMvM	sleeves	1_unsure_overlap	1.0837180075968433	2
15327645_117HaNMvM	slice	1_unsure_overlap	1.083824359433379	2
15327645_120HaMvM	sponge	1_unsure_overlap	1.157570069334156	2
15327645_68LaNMvM	hive	1_unsure_overlap	1.2402260050314453	2
15327645_85HaMvM	mat	1_unsure_overlap	1.2441037079421733	2
15327645_88HaNMvNM	mouse	1_unsure_overlap	1.1274617098301292	2
14867512_90LaNMvNM	net	1_discard_annette	0.7351077806122532	2
15216048_120LaMvNM	sponge	1_unsure_overlap	1.1372647849462396	2
15216048_128HaMvM	swan	1_unsure_onset hard to determine	0.8052869971264442	2
14729926_131LaMvNM	thief	1_discard_th too weak to detect	0.6742604166666695	2
14729926_132HaNMvM	thorns	1_discard_th too weak to detect	0.6962847222222308	2
14729926_53HaMvNM	frogs	1_discard_f too weak to detect	0.7422563244047637	2
14729926_54HaNMvM	fudge	1_discard_f too weak to detect	0.7093229166666788	2
14729926_65LaMvNM	herd	1_discard_h too weak to detect	0.7072812499999941	2
14796603_42HaMvNM	doll	1_discard_incomplete	0.6036807291666264	2
14693662_107LaNMvNM	rope	1__unreleased p	0.645534027777785	1__unreleased p
14693662_72LaNMvM	juice	1_unsure_unsure about the onset	0.663027626811612	1_unsure_unsure about the onset
14693662_9LaMvNM	blast	1__unfinished?	0.6818541666666817	1__unfinished?
15094721_21LaMvM	clerk	1_unsure_it sounds like 'clock'	0.860646258503408	1_unsure_it sounds like 'clock'
15094721_38LaMvNM	den	1__debt?	0.8717591836735039	0
15151086_65HaNMvNM	herd	1_There is an overlap	0.8322359443231164	1_There is an overlap
15151086_96HaNMvNM	pile	1_'prile'?	0.6932105571160605	0
15410143_119HaNMvNM	splash	1_unsure_overlap with alice	1.1706126302083248	2
15185742_57HaMvNM	glue	1__pre-nasalisation	0.6749769345237837	1__pre-nasalisation
15185742_59LaNMvM	gown	1__pre-nasalisation	0.6416015247584141	1__pre-nasalisation
14886549_109LaNMvM	sand	1_discard_echo in response	0.7269087009804025	2
14886549_2HaMvM	barn	1__pre-nasalisation	0.6408283991227961	1__pre-nasalisation
14886549_36HaNMvM	dart	1__pre-nasalisation	0.6598506944444296	1__pre-nasalisation
14886549_46HaNMvM	drug	1__pre-nasalisation	0.6241145833333235	1__pre-nasalisation
15254546_105HaNMvNM	rim	1_rising intonation	0.686674479166669	1_rising intonation
15254546_12LaNMvM	bread	1__pre-nasalisation	0.6515381944444414	1__pre-nasalisation
15254546_37HaMvM	deck	1__ending slight cut off	0.6597250791139402	2
