label	correctans	note	duration_raw	doublecheck
14745923_53HaMvM	frogs	0__incomplete recording	0.6904319727890993	2
14745923_5HaMvNM	beam	0__gream? incomplete recording	0.8520088641516281	
14745923_60LaMvM	grin	0_unsure_grim?	0.9009274376416556	
14745923_64LaMvM	hen	0__hand	0.718832199546398	
14745923_72LaMvM	juice	0_unsure_geese?	0.805990173847249	
14745923_82LaNMvNM	lungs	0__voiced 'g' in the coda	0.8926239067054667	1
14993977_108LaMvM	row	0__a row	0.971589569160983	2
14993977_138LaMvM	truck	0__track	1.0127901463615672	
14742950_118LaMvM	sling	0_discard_said don't know	0.7730259683098666	
14742950_121LaNMvM	spool	0_discard_said don't know	0.6852544642857197	
14742950_122LaMvM	spoon	0_discard_said don't know	0.7222083333333558	
14742950_27LaMvNM	coin	0_discard_said don't know	0.9687048611111209	
14742950_58LaNMvNM	goal	0_discard_girl	0.8493318452380549	
14742950_64LaMvNM	hen	0_discard_hand	0.8983020833333057	
14889970_105LaMvM	rim	0_room? vowel in TIN and CLIFF are fronter	0.5598979591836724	
14889970_137LaNMvM	trap	0_self-correction?	0.7637534823453507	2
14889970_28LaMvM	cops	0_pops	1.0607404257999633	
14889970_37HaNMvM	deck	0_geck?	1.3722893424036329	1
14889970_5HaMvM	beam	0_bean	1.2654542622909162	1
14889970_60HaMvNM	grin	0_groan	1.2370899470898848	
14889970_73LaMvM	junk	0_jank	1.0056548752833123	
14889970_96LaMvM	pile	0_pearl	0.8909194471436876	
14889970_97LaNMvM	pill	0_pale?	0.9492437221799719	1
15326180_21HaMvNM	clerk	0_unsure_clock?	0.648538608425838	1
15326180_2LaMvM	barn	0__Van?	0.6111708238851179	
15326180_43LaMvM	dove	0__I don't know	0.6957382840544142	
15326180_57HaNMvNM	glue	0_unsure_clue?	0.5889736961451035	
15326180_85LaMvM	mat	0_nut	0.7064926890295737	
15326180_86LaMvNM	meal	0_unsure_charity meal	0.6229631429290521	
15326180_8LaMvNM	blame	0__lame	0.6038182595441413	1
15326180_9HaNMvNM	blast	0__cannot figure out what she said	0.6060884353740335	
15327645_37LaMvNM	deck	0_discard_debt	0.6571742217136034	
15327645_41LaMvNM	dive	0_unsure_die	0.7175534658308038	
15327645_60LaNMvM	grin	0_unsure_grinned	0.8397732426303719	
15327645_69HaMvNM	host	0_unsure_hurt	1.3529861172999063	
15327645_87LaMvNM	mop	0_discard_mock	0.6767281298484136	
15327645_98LaMvM	pine	0_discard_time	0.6831873978642875	
15327645_99LaNMvM	plot	0_unsure_tot?	0.5817816650470036	
14866651_108LaMvM	row	0__a row	0.630807672764206	2
14866651_61HaMvNM	growl	0__grown?	0.5707801951476767	1
14867512_141LaMvM	wax	0_discard_works	0.6961105072463738	
14860025_113LaMvM	sheep	0__feet	0.6019926801801603	
14860025_121LaMvM	spool	0__spoon?	0.6653503754416761	1
14704561_90LaMvM	net	0_discard_annette	0.840000374744875	2
14860196_105LaMvM	rim	0_discard_roo	0.7312530637254895	
14860196_28LaMvM	cops	0_unsure_pops?	0.5914927536231858	
14860196_31HaMvNM	crib	0_unsure_unsure onset	0.591572916666621	2
14860196_50HaMvM	flame	0_unsure_unsure onset	0.6209655448718081	2
14860196_53HaNMvNM	frogs	0_unsure_unsure onset	0.5714843749999545	2
14860196_54LaNMvM	fudge	0_unsure_unsure onset	0.6487604166666756	2
14860196_68HaMvNM	hive	0_unsure_unsure onset	0.577841579861115	2
14860196_73LaMvM	junk	0_discard_chunk	0.623071022727288	
14860196_93HaMvM	pad	0_unsure_unsure onset	0.5773116987179492	2
14860196_96LaMvM	pile	0_unsure_unsure onset	0.5949687499999641	2
14860196_99HaMvNM	plot	0_unsure_unsure onset	0.5884508928571108	2
15216048_27HaMvNM	coin	0_discard_talk coin	0.8357205230496447	2
15216048_28LaMvM	cops	0_discard_pots	0.7253312499999538	
15216048_31HaMvNM	crib	0_discard_ssss	0.8189108333332911	
15216048_32LaMvM	crop	0_unsure_croc	0.8316979166665988	
15216048_38HaMvM	den	0_discard_gun	0.743357638888881	
15216048_51LaMvNM	flock	0_unsure_flop?	0.6283487499999296	
15216048_5HaMvM	beam	0_discard_great beam?	0.7678046874999609	2
15318438_126HaNMvNM	strap	0__shtrap?	1.0943850511695814	1
15318438_17LaNMvNM	calf	0__car?	1.2006426069321492	
14729926_121HaMvNM	spool	0_pool	0.5645729769364038	
14729926_133HaMvM	throat	0_throats_also th too weak	0.641817708333349	
14729926_28LaMvNM	cops	0__co..cops	0.8337083333333339	2
14729926_32LaMvNM	crop	0__crap	0.6419895833333271	
14729926_38LaMvM	den	0__dent	0.6053020833332994	
14729926_74HaNMvM	kick	0_discard_k..kick	0.7953946759259338	2
15153565_46LaMvM	drug	0__jug?	0.6165451388888528	
15153565_47HaMvNM	drum	0__draf?	0.6322967069892229	1
15153565_91HaMvNM	notch	0__not?	0.588970186781637	
15126922_114LaNMvM	silk	0__sail? or unreleased k?	0.6089687499999741	
15126922_20LaMvNM	chunks	0__unrealised s?	0.6440066287879063	2
15126922_28LaMvNM	cops	0__pops	0.6342777777777542	
15126922_37LaNMvM	deck	0_unsure_is there a prenasaling or just a hmm before?	0.5809083758502993	1
15126922_38LaMvM	den	0__death?	0.6385403645833208	
15126922_4LaNMvM	beak	0__beap?	0.6145208333333585	1
15126922_50LaMvM	flame	0_unsure_there is a hesitation, and I am not sure what this child is saying	0.6233437500000605	
15126922_5LaMvM	beam	0__tim	0.6751241172316327	
15126922_73LaMvNM	junk	0_unsure_cannot figure out what it is	0.6177500000000009	
15126922_88LaMvM	mouse	0_unsure_ma or mou?	0.6579062499999964	
14876122_109HaMvNM	sand	0_unsure_psound	0.5575488754060416	
14876122_114HaNMvM	silk	0_unsure_psilk?	0.6229972182539427	1
14876122_119HaMvM	splash	0__blash	0.57466715257533	
14876122_17LaNMvNM	calf	0__scarf?	1.1004937429138977	
14876122_4HaNMvM	beak	0__creak?	0.6078075726414909	
14876122_50HaMvM	flame	0_unsure_fling?	0.6031326224183999	
14876122_51LaMvNM	flock	0__clock	0.5378495842782058	
14876122_54LaNMvM	fudge	0__bulge?	0.6218707482993295	1
14876122_62LaNMvM	hay	0_unsure_sounds like tay	0.576621073961519	1
14876122_67LaNMvNM	hips	0__psips?	0.9672560856009795	1
14876122_68HaMvNM	hive	0_unsure_chive?	0.8232597690239345	1
14876122_91HaNMvM	notch	0__cannot figure out what it is	0.5922403628118786	
14796603_61LaNMvM	growl	0_unsure_grown?	0.6261622023808968	1
14796603_64LaMvM	hen	0__'hands'?	0.7220788377192662	
14693662_25LaNMvNM	coach	0__coat	0.7606395833333295	
14693662_57LaMvNM	glue	0__flu?	0.6868172348484904	
14693662_7HaMvM	bend	0__bent	0.6146354166666583	1
14693662_80HaMvM	lock	0__knock	0.6555062500000304	
14693662_82LaMvNM	lungs	0__voiced g	0.6412764423076851	1
14693662_98LaMvM	pine	0__time?	0.6287411077234992	
14990368_4LaNMvNM	beak	0_unsure_beat?	0.9154083195364819	1
14837862_108HaMvNM	row	0_unsure_grow?	1.2867427734374814	
14837862_4HaMvM	beak	0_unsure_beaHk?	0.9533286427875964	
14837862_58LaMvNM	goal	0_discard_bowl	1.2181375753012844	
14837862_90LaNMvNM	net	0_discard_annette	0.9330237996690585	2
14861730_117LaMvM	slice	0_unsure_sides?	0.7390470950704184	
14861730_120HaNMvNM	sponge	0_unsure_overlapped with alice	1.0306230435702446	2
14861730_14LaMvM	broom	0_unsure_brew?	0.6898020833333476	
14861730_59LaNMvM	gown	0_discard_gang	0.8750872685185414	
14861730_86LaMvM	meal	0_discard_repeated two words	0.7103958333333367	2
15094721_62LaMvM	hay	0_unsure_'hen'?	0.8757056155795908	
15036602_35LaMvNM	curb	0__unsure__curl?	0.5706009070295295	1
15036602_39LaMvNM	dent	0__a dent	1.008129251700666	2
15036602_7LaMvNM	bend	0_unsure_brand?	0.811439909297178	
15036602_80LaMvNM	lock	0_unsure_the lock	0.6958751417234907	2
14783259_73LaMvNM	junk	0_unsure_chunk?	0.6222505668933991	
15151086_21LaMvM	clerk	0_sound like 'clock'	0.6776172233285251	0
15151086_61HaNMvNM	growl	0_sound like 'grown'	0.6876498588976574	1
15151086_86LaNMvNM	meal	0_self correction	1.3358465149176482	2
15151086_88LaMvNM	mouse	0_'house'	0.7291499999998905	
15151086_90LaNMvNM	net	0_'knet'?	0.8748744959676742	2
15151086_95HaNMvM	pie	0_'prie'?	0.6394987355490684	
15410143_136HaMvNM	trail	0_quail	0.7135937499999727	
15410143_17LaMvM	calf	0_discard_car	0.9176145833332612	
15410143_19LaNMvM	chat	0_unsure_cat?	0.8629372935721449	
15410143_4LaMvNM	beak	0_unsure_bleak?	0.8949977250957772	
15410143_65HaMvNM	herd	0_unsure_had?	0.7855491898147875	
15410143_67LaMvM	hips	0_unsure_haps?	0.9838965468035212	
15410143_98LaMvM	pine	0_discard_time	0.6149518610322957	
15465974_132LaMvNM	thorns	0_unsure_don't know the word? Or problem with 'th'	0.9187266865079664	2
15465974_37HaMvNM	deck	0_discard_stack	0.7098985821759243	
15465974_43HaNMvNM	dove	0_discard_duck	0.6996721117424158	
15465974_5HaNMvM	beam	0_discard_bream	0.8847675684079377	
15465974_86LaMvM	meal	0_unsure_charity meal	0.6955788690476084	2
15186960_121LaMvNM	spool	0_discard_changed her answer	0.6627384868421586	
15186960_46LaMvNM	drug	0_discard_joke	0.773108506944368	
15186960_64HaMvM	hen	0_discard_mother hen?	0.8118800154320525	2
15186960_80LaMvM	lock	0_discard_lop	0.8797723829200095	
15186960_86LaMvNM	meal	0_real	0.7326528716215535	
15185742_105HaMvM	rim	0__something before 'rim'	0.7039887218045351	2
15185742_134LaNMvNM	tin	0__repeat the sentence	0.821993407172954	2
15185742_30LaNMvM	crew	0__the crew	0.8239768229167339	2
15185742_68LaNMvNM	hive	0__the hive_hive	0.675002083333311	2
15185742_91HaMvNM	notch	0__not	0.6560030303030544	
15355404_107HaNMvNM	rope	0_unsure_a rope	0.638228750000053	2
15355404_108LaMvNM	row	0_unsure_a row	0.7097160852713387	2
15355404_121HaMvM	spool	0_discard_school	0.7637395833332903	
15355404_17LaMvNM	calf	0_discard_don't know	0.7107465277778147	
15355404_27LaMvM	coin	0_discard_don't know	0.7196875000000773	
15355404_42HaMvNM	doll	0_discard_don't know	0.6313263888888514	
15355404_59LaMvNM	gown	0_discard_gap	0.6106424278846134	
15355404_64LaMvM	hen	0_discard_head	0.6918246527777683	
15355404_72LaMvM	juice	0_discard_don't know	0.605857638889006	
15355404_98LaMvNM	pine	0_discard_pies	0.6551484375000882	
14886549_121HaNMvM	spool	0__spoon	0.6867354166666928	
14886549_30LaMvM	crew	0__gray	0.8996354166666833	
14886549_78LaMvNM	lap	0__lab	0.5684166666666215	
14889358_116LaMvM	sleeves	0__sleeved?echo can't be told clearly	0.7305590277777583	2
14889358_132HaMvNM	thorns	0__dorns? 	0.6640208333333248	
14889358_86LaMvNM	meal	0__charity meal	0.6562812500000064	2
15254546_123LaMvNM	sport	0_discard_fricative not captured	0.8735782738094713	2
15254546_17HaMvNM	calf	0__palf	0.6307604166667033	
15254546_21LaMvM	clerk	0__don't know	0.5985104166666133	
15254546_31HaNMvM	crib	0__crim	0.5800166666666655	
15254546_76LaNMvNM	knob	0__knowl	0.6129895833332739	
15254546_86LaNMvNM	meal	0__charity meal	0.6899479166665969	2
15344475_104LaNMvNM	rent	0_unsure_r..rent	0.5921979166666915	2
15344475_137LaMvNM	trap	0__track	0.5988491512345036	
15344475_46LaMvM	drug	0_unsure_response cut off...jar?dru?	0.5437972756409408	2
